x_mbps,pdf,region
0.0,0.0036938624496996417,aws-region=us-east-2
0.08104052026013006,0.0037940794404876478,aws-region=us-east-2
0.16208104052026012,0.003895573826317227,aws-region=us-east-2
0.24312156078039018,0.003998315933538656,aws-region=us-east-2
0.32416208104052024,0.004102274947075101,aws-region=us-east-2
0.40520260130065033,0.004207418955989933,aws-region=us-east-2
0.48624312156078037,0.004313715001212863,aws-region=us-east-2
0.5672836418209104,0.0044211291252916575,aws-region=us-east-2
0.6483241620810405,0.004529626424028205,aws-region=us-east-2
0.7293646823411706,0.004639171099853933,aws-region=us-east-2
0.8104052026013007,0.004749726516794021,aws-region=us-east-2
0.8914457228614306,0.0048612552568664145,aws-region=us-east-2
0.9724862431215607,0.004973719177757242,aws-region=us-east-2
1.0535267633816907,0.00508707947161272,aws-region=us-east-2
1.1345672836418208,0.005201296724784516,aws-region=us-east-2
1.215607803901951,0.005316330978364794,aws-region=us-east-2
1.296648324162081,0.005432141789346056,aws-region=us-east-2
1.377688844422211,0.005548688292240876,aws-region=us-east-2
1.4587293646823412,0.005665929260997448,aws-region=us-east-2
1.5397698849424712,0.005783823171048042,aws-region=us-east-2
1.6208104052026013,0.005902328261329184,aws-region=us-east-2
1.7018509254627312,0.006021402596115018,aws-region=us-east-2
1.7828914457228613,0.0061410041265088575,aws-region=us-east-2
1.8639319659829914,0.006261090751440101,aws-region=us-east-2
1.9449724862431215,0.006381620378021297,aws-region=us-east-2
2.0260130065032516,0.006502550981119681,aws-region=us-east-2
2.1070535267633814,0.00662384066200904,aws-region=us-east-2
2.1880940470235117,0.006745447705967793,aws-region=us-east-2
2.2691345672836416,0.0068673306386996084,aws-region=us-east-2
2.350175087543772,0.006989448281456599,aws-region=us-east-2
2.431215607803902,0.007111759804753804,aws-region=us-east-2
2.512256128064032,0.0072342247805706455,aws-region=us-east-2
2.593296648324162,0.0073568032329413054,aws-region=us-east-2
2.674337168584292,0.00747945568684515,aws-region=us-east-2
2.755377688844422,0.007602143215316975,aws-region=us-east-2
2.836418209104552,0.0077248274847012645,aws-region=us-east-2
2.9174587293646823,0.00784747079798833,aws-region=us-east-2
2.998499249624812,0.007970036136173541,aws-region=us-east-2
3.0795397698849425,0.008092487197592271,aws-region=us-east-2
3.1605802901450724,0.00821478843519064,aws-region=us-east-2
3.2416208104052027,0.008336905091699395,aws-region=us-east-2
3.3226613306653325,0.00845880323268913,aws-region=us-east-2
3.4037018509254624,0.00858044977748977,aws-region=us-east-2
3.4847423711855927,0.008701812527967959,aws-region=us-east-2
3.5657828914457226,0.008822860195162693,aws-region=us-east-2
3.646823411705853,0.008943562423786336,aws-region=us-east-2
3.7278639319659828,0.009063889814607764,aws-region=us-east-2
3.808904452226113,0.009183813944738656,aws-region=us-east-2
3.889944972486243,0.009303307385852217,aws-region=us-east-2
3.970985492746373,0.009422343720371248,aws-region=us-east-2
4.052026013006503,0.00954089755566479,aws-region=us-east-2
4.133066533266633,0.009658944536303844,aws-region=us-east-2
4.214107053526763,0.009776461354425744,aws-region=us-east-2
4.295147573786894,0.00989342575826784,aws-region=us-east-2
4.3761880940470235,0.010009816558930866,aws-region=us-east-2
4.457228614307153,0.010125613635439509,aws-region=us-east-2
4.538269134567283,0.0102407979381704,aws-region=us-east-2
4.619309654827413,0.010355351490721407,aws-region=us-east-2
4.700350175087544,0.010469257390297946,aws-region=us-east-2
4.781390695347674,0.010582499806696545,aws-region=us-east-2
4.862431215607804,0.010695063979965837,aws-region=us-east-2
4.943471735867933,0.01080693621682839,aws-region=us-east-2
5.024512256128064,0.010918103885946651,aws-region=us-east-2
5.105552776388194,0.01102855541211832,aws-region=us-east-2
5.186593296648324,0.011138280269485424,aws-region=us-east-2
5.267633816908454,0.011247268973842912,aws-region=us-east-2
5.348674337168584,0.011355513074130288,aws-region=us-east-2
5.429714857428714,0.0114630051431908,aws-region=us-east-2
5.510755377688844,0.011569738767879914,aws-region=us-east-2
5.591795897948974,0.011675708538604307,aws-region=us-east-2
5.672836418209104,0.011780910038369011,aws-region=us-east-2
5.753876938469235,0.011885339831411747,aws-region=us-east-2
5.834917458729365,0.011988995451494821,aws-region=us-east-2
5.9159579789894945,0.012091875389928303,aws-region=us-east-2
5.996998499249624,0.012193979083390826,aws-region=us-east-2
6.078039019509754,0.012295306901611602,aws-region=us-east-2
6.159079539769885,0.012395860134975406,aws-region=us-east-2
6.240120060030015,0.01249564098210529,aws-region=us-east-2
6.321160580290145,0.01259465253747497,aws-region=us-east-2
6.402201100550275,0.012692898779099567,aws-region=us-east-2
6.483241620810405,0.012790384556345662,aws-region=us-east-2
6.564282141070535,0.012887115577899066,aws-region=us-east-2
6.645322661330665,0.012983098399923704,aws-region=us-east-2
6.726363181590795,0.013078340414437126,aws-region=us-east-2
6.807403701850925,0.013172849837927004,aws-region=us-east-2
6.888444222111056,0.013266635700224004,aws-region=us-east-2
6.969484742371185,0.013359707833641191,aws-region=us-east-2
7.050525262631315,0.013452076862388467,aws-region=us-east-2
7.131565782891445,0.013543754192258593,aws-region=us-east-2
7.212606303151575,0.013634752000581079,aws-region=us-east-2
7.293646823411706,0.013725083226431413,aws-region=us-east-2
7.374687343671836,0.013814761561079978,aws-region=us-east-2
7.4557278639319655,0.013903801438655331,aws-region=us-east-2
7.536768384192095,0.013992218026995561,aws-region=us-east-2
7.617808904452226,0.014080027218653379,aws-region=us-east-2
7.698849424712356,0.014167245622016138,aws-region=us-east-2
7.779889944972486,0.01425389055249341,aws-region=us-east-2
7.860930465232616,0.014339980023727933,aws-region=us-east-2
7.941970985492746,0.014425532738769476,aws-region=us-east-2
8.023011505752876,0.014510568081156635,aws-region=us-east-2
8.104052026013006,0.014595106105840397,aws-region=us-east-2
8.185092546273136,0.014679167529882405,aws-region=us-east-2
8.266133066533266,0.01476277372285455,aws-region=us-east-2
8.347173586793396,0.014845946696866563,aws-region=us-east-2
8.428214107053526,0.014928709096138873,aws-region=us-east-2
8.509254627313656,0.015011084186041253,aws-region=us-east-2
8.590295147573787,0.015093095841511008,aws-region=us-east-2
8.671335667833917,0.01517476853476364,aws-region=us-east-2
8.752376188094047,0.01525612732220617,aws-region=us-east-2
8.833416708354177,0.01533719783046444,aws-region=us-east-2
8.914457228614307,0.015418006241429114,aws-region=us-east-2
8.995497748874437,0.01549857927623239,aws-region=us-east-2
9.076538269134566,0.015578944178060241,aws-region=us-east-2
9.157578789394696,0.01565912869370984,aws-region=us-east-2
9.238619309654826,0.015739161053800403,aws-region=us-east-2
9.319659829914958,0.01581906995155008,aws-region=us-east-2
9.400700350175088,0.015898884520029515,aws-region=us-east-2
9.481740870435218,0.015978634307810432,aws-region=us-east-2
9.562781390695347,0.016058349252925975,aws-region=us-east-2
9.643821910955477,0.016138059655066997,aws-region=us-east-2
9.724862431215607,0.016217796145940988,aws-region=us-east-2
9.805902951475737,0.016297589657726402,aws-region=us-east-2
9.886943471735867,0.016377471389561096,aws-region=us-east-2
9.967983991995997,0.016457472772006338,aws-region=us-east-2
10.049024512256128,0.016537625429442367,aws-region=us-east-2
10.130065032516258,0.016617961140348844,aws-region=us-east-2
10.211105552776388,0.016698511795440626,aws-region=us-east-2
10.292146073036518,0.016779309353631647,aws-region=us-east-2
10.373186593296648,0.016860385795811825,aws-region=us-east-2
10.454227113556778,0.01694177307643048,aws-region=us-east-2
10.535267633816908,0.017023503072889086,aws-region=us-east-2
10.616308154077037,0.017105607532758835,aws-region=us-east-2
10.697348674337167,0.017188118018846208,aws-region=us-east-2
10.778389194597299,0.017271065852143663,aws-region=us-east-2
10.859429714857429,0.017354482052712877,aws-region=us-east-2
10.940470235117559,0.01743839727855872,aws-region=us-east-2
11.021510755377689,0.01752284176256856,aws-region=us-east-2
11.102551275637818,0.017607845247595656,aws-region=us-east-2
11.183591795897948,0.017693436919787475,aws-region=us-east-2
11.264632316158078,0.017779645340266086,aws-region=us-east-2
11.345672836418208,0.017866498375278525,aws-region=us-east-2
11.426713356678338,0.01795402312495495,aws-region=us-east-2
11.50775387693847,0.018042245850817703,aws-region=us-east-2
11.5887943971986,0.018131191902200125,aws-region=us-east-2
11.66983491745873,0.01822088564174374,aws-region=us-east-2
11.75087543771886,0.018311350370156174,aws-region=us-east-2
11.831915957978989,0.018402608250421816,aws-region=us-east-2
11.912956478239119,0.018494680231668278,aws-region=us-east-2
11.993996998499249,0.018587585972903838,aws-region=us-east-2
12.075037518759379,0.018681343766846086,aws-region=us-east-2
12.156078039019508,0.0187759704640768,aws-region=us-east-2
12.23711855927964,0.0188714813977626,aws-region=us-east-2
12.31815907953977,0.018967890309189075,aws-region=us-east-2
12.3991995997999,0.019065209274364846,aws-region=us-east-2
12.48024012006003,0.01916344863195435,aws-region=us-east-2
12.56128064032016,0.019262616912807482,aws-region=us-east-2
12.64232116058029,0.019362720771353092,aws-region=us-east-2
12.72336168084042,0.01946376491913118,aws-region=us-east-2
12.80440220110055,0.019565752060736345,aws-region=us-east-2
12.885442721360679,0.01966868283244969,aws-region=us-east-2
12.96648324162081,0.019772555743830193,aws-region=us-east-2
13.04752376188094,0.019877367122541744,aws-region=us-east-2
13.12856428214107,0.019983111062684526,aws-region=us-east-2
13.2096048024012,0.020089779376897,aws-region=us-east-2
13.29064532266133,0.020197361552484683,aws-region=us-east-2
13.37168584292146,0.0203058447118387,aws-region=us-east-2
13.45272636318159,0.02041521357738073,aws-region=us-east-2
13.53376688344172,0.02052545044127543,aws-region=us-east-2
13.61480740370185,0.020636535140136674,aws-region=us-east-2
13.69584792396198,0.020748445034942987,aws-region=us-east-2
13.776888444222111,0.02086115499636179,aws-region=us-east-2
13.857928964482241,0.02097463739567244,aws-region=us-east-2
13.93896948474237,0.02108886210146285,aws-region=us-east-2
14.0200100050025,0.0212037964822533,aws-region=us-east-2
14.10105052526263,0.021319405415189445,aws-region=us-east-2
14.18209104552276,0.02143565130092884,aws-region=us-east-2
14.26313156578289,0.02155249408481776,aws-region=us-east-2
14.34417208604302,0.02166989128444865,aws-region=us-east-2
14.42521260630315,0.021787798023656525,aws-region=us-east-2
14.506253126563282,0.021906167072997536,aws-region=us-east-2
14.587293646823412,0.022024948896728416,aws-region=us-east-2
14.668334167083541,0.022144091706286076,aws-region=us-east-2
14.749374687343671,0.022263541520241414,aws-region=us-east-2
14.830415207603801,0.02238324223067711,aws-region=us-east-2
14.911455727863931,0.022503135675922034,aws-region=us-east-2
14.992496248124061,0.022623161719543983,aws-region=us-east-2
15.07353676838419,0.022743258335485357,aws-region=us-east-2
15.15457728864432,0.02286336169919911,aws-region=us-east-2
15.235617808904452,0.022983406284619236,aws-region=us-east-2
15.316658329164582,0.0231033249667841,aws-region=us-east-2
15.397698849424712,0.023223049129894886,aws-region=us-east-2
15.478739369684842,0.023342508780587738,aws-region=us-east-2
15.559779889944972,0.023461632666158132,aws-region=us-east-2
15.640820410205102,0.02358034839746955,aws-region=us-east-2
15.721860930465231,0.023698582576254547,aws-region=us-east-2
15.802901450725361,0.02381626092649221,aws-region=us-east-2
15.883941970985491,0.023933308429538443,aws-region=us-east-2
15.964982491245623,0.024049649462657467,aws-region=us-east-2
16.046023011505753,0.024165207940596647,aws-region=us-east-2
16.12706353176588,0.024279907459829587,aws-region=us-east-2
16.208104052026012,0.024393671445072443,aws-region=us-east-2
16.28914457228614,0.024506423297681837,aws-region=us-east-2
16.370185092546272,0.02461808654551589,aws-region=us-east-2
16.451225612806404,0.02472858499384154,aws-region=us-east-2
16.532266133066532,0.02483784287686441,aws-region=us-east-2
16.613306653326664,0.02494578500944148,aws-region=us-east-2
