region,mbps
aws-region=ap-southeast-2,30.057516374581024
aws-region=ap-southeast-2,5.655466936476347
aws-region=ap-southeast-2,15.15699049226011
aws-region=ap-southeast-2,20.140031464164878
aws-region=ap-southeast-2,33.4129044540541
aws-region=ap-southeast-2,1.4512562918222014
aws-region=ap-southeast-2,42.74548510877505
aws-region=ap-southeast-2,27.491080623745376
aws-region=ap-southeast-2,13.524771060151735
aws-region=ap-southeast-2,15.894779042569688
aws-region=ap-southeast-2,14.263513342626752
aws-region=ap-southeast-2,13.09169698375447
aws-region=ap-southeast-2,17.48835549654021
aws-region=ap-southeast-2,1.607613531348378
aws-region=ap-southeast-2,9.457929749800153
aws-region=ap-southeast-2,20.951662525952337
aws-region=ap-southeast-2,8.661479207780532
aws-region=ap-southeast-2,1.5934259342223789
aws-region=ap-southeast-2,14.435861799172214
aws-region=ap-southeast-2,13.830977956306052
aws-region=ap-southeast-2,24.90140398896049
aws-region=ap-southeast-2,11.998234731142897
aws-region=ap-southeast-2,2.5611639738819125
aws-region=ap-southeast-2,30.876225792023845
aws-region=ap-southeast-2,18.542363689982196
aws-region=ap-southeast-2,11.68859968143217
aws-region=ap-southeast-2,15.613410323497265
aws-region=ap-southeast-2,5.362160964507658
aws-region=ap-southeast-2,1.8750607212500778
aws-region=ap-southeast-2,13.744941970567078
aws-region=ap-southeast-2,11.869891046074002
aws-region=ap-southeast-2,15.479426955581271
aws-region=ap-southeast-2,24.600743816418422
aws-region=ap-southeast-2,23.816381549716997
aws-region=ap-southeast-2,15.233406702159419
aws-region=ap-southeast-2,27.905837063269793
aws-region=ap-southeast-2,5.728751707269722
aws-region=ap-southeast-2,19.215469751031705
aws-region=ap-southeast-2,12.208683750389492
aws-region=ap-southeast-2,8.300177359625009
aws-region=ap-southeast-2,6.884614444964954
aws-region=ap-southeast-2,23.71772948468157
aws-region=ap-southeast-2,18.76011747745324
aws-region=ap-southeast-2,15.160112466508023
aws-region=ap-southeast-2,19.14309712927596
aws-region=ap-southeast-2,10.50838636793323
aws-region=ap-southeast-2,20.295187680968176
aws-region=ap-southeast-2,15.496086177663782
aws-region=ap-southeast-2,4.3729112103349825
aws-region=ap-southeast-2,3.270507938233097
aws-region=ap-southeast-2,14.309851545411236
aws-region=ap-southeast-2,16.794617304248135
aws-region=ap-southeast-2,17.21811179554699
aws-region=ap-southeast-2,0.8779734471598717
aws-region=ap-southeast-2,5.799987138128899
aws-region=ap-southeast-2,8.937449136619051
aws-region=ap-southeast-2,16.43879868836018
aws-region=ap-southeast-2,21.466485073985556
aws-region=ap-southeast-2,14.182810929321128
aws-region=ap-southeast-2,10.2802552790236
aws-region=ap-southeast-2,15.751057241750098
aws-region=ap-southeast-2,35.367959779266364
aws-region=ap-southeast-2,21.74079364260152
aws-region=ap-southeast-2,16.742401775018163
aws-region=ap-southeast-2,19.107951295815003
aws-region=ap-southeast-2,27.594335338210136
aws-region=ap-southeast-2,16.846889632737547
aws-region=ap-southeast-2,14.010342747036447
aws-region=ap-southeast-2,18.336531236648252
aws-region=ap-southeast-2,2.9489256900660683
aws-region=ap-southeast-2,48.554105837884215
aws-region=ap-southeast-2,11.01481082940448
aws-region=ap-southeast-2,16.385023712099642
aws-region=ap-southeast-2,15.422216774614261
aws-region=ap-southeast-2,25.155269540696747
aws-region=ap-southeast-2,17.644712842253348
aws-region=ap-southeast-2,18.4390832618623
aws-region=ap-southeast-2,16.921165064551467
aws-region=ap-southeast-2,11.94420472594371
aws-region=ap-southeast-2,10.786285344847457
aws-region=ap-southeast-2,12.468879873227982
aws-region=ap-southeast-2,35.67407989072603
aws-region=ap-southeast-2,14.145901016465556
aws-region=ap-southeast-2,8.882769460333174
aws-region=ap-southeast-2,19.040202758157506
aws-region=ap-southeast-2,18.64446071098028
aws-region=ap-southeast-2,8.797416151152511
aws-region=ap-southeast-2,7.913517735878437
aws-region=ap-southeast-2,13.287578496547694
aws-region=ap-southeast-2,5.158189272100421
aws-region=ap-southeast-2,11.67494267043018
aws-region=ap-southeast-2,18.231294026626717
aws-region=ap-southeast-2,12.34946401806583
aws-region=ap-southeast-2,44.079351283459935
aws-region=ap-southeast-2,18.789325636937246
aws-region=ap-southeast-2,6.230983968948579
aws-region=ap-southeast-2,12.543154903464444
aws-region=ap-southeast-2,2.039170194265552
aws-region=ap-southeast-2,1.7703513359873584
aws-region=ap-southeast-2,11.011792062592276
aws-region=ap-southeast-2,8.8699028005443
aws-region=ap-southeast-2,9.249382516375537
aws-region=ap-southeast-2,16.53366147835808
aws-region=ap-southeast-2,30.298904069912798
aws-region=ap-southeast-2,23.54548626661731
aws-region=ap-southeast-2,10.158352144985225
aws-region=ap-southeast-2,28.98471534727975
aws-region=ap-southeast-2,11.426453109043187
aws-region=ap-southeast-2,17.508231970815306
aws-region=ap-southeast-2,24.15789986581258
aws-region=ap-southeast-2,13.83609883910197
aws-region=ap-southeast-2,11.111404984642393
aws-region=ap-southeast-2,18.93106116254075
aws-region=ap-southeast-2,37.92398502473536
aws-region=ap-southeast-2,9.838829335673642
aws-region=ap-southeast-2,14.702352089555076
aws-region=ap-southeast-2,17.108467712612075
aws-region=ap-southeast-2,47.973207994704964
aws-region=ap-southeast-2,18.73682213100056
aws-region=ap-southeast-2,12.614173782068915
aws-region=ap-southeast-2,35.60737782282093
aws-region=ap-southeast-2,27.88686854195816
aws-region=ap-southeast-2,28.617486523989932
aws-region=ap-southeast-2,8.948883011351555
aws-region=ap-southeast-2,6.030681659073363
aws-region=ap-southeast-2,16.185225848048184
aws-region=ap-southeast-2,37.154018170467616
aws-region=ap-southeast-2,18.857276010687194
aws-region=ap-southeast-2,7.16001656311346
aws-region=ap-southeast-2,16.695119619479836
aws-region=ap-southeast-2,14.89527332830906
aws-region=ap-southeast-2,14.322377235205769
aws-region=ap-southeast-2,15.31169793171226
aws-region=ap-southeast-2,26.457645874477436
aws-region=ap-southeast-2,11.796951549866467
aws-region=ap-southeast-2,50.06570054806944
aws-region=ap-southeast-2,4.426219974476784
aws-region=ap-southeast-2,6.705932284012123
aws-region=ap-southeast-2,5.510736722007592
aws-region=ap-southeast-2,10.622670484351097
aws-region=ap-southeast-2,6.504653709237744
aws-region=ap-southeast-2,47.95890831559617
aws-region=ap-southeast-2,21.33762913146046
aws-region=ap-southeast-2,0.2675898530917551
aws-region=ap-southeast-2,10.546248967210419
aws-region=ap-southeast-2,13.151196551456279
aws-region=ap-southeast-2,13.14067286534826
aws-region=ap-southeast-2,21.613631315885932
aws-region=ap-southeast-2,15.209616992943543
aws-region=ap-southeast-2,18.666834258510384
aws-region=ap-southeast-2,7.901708319340141
aws-region=ap-southeast-2,12.571704133808089
aws-region=ap-southeast-2,8.81005244042512
aws-region=ap-southeast-2,10.111288899238232
aws-region=ap-southeast-2,8.743483147548204
aws-region=ap-southeast-2,24.325840345744083
aws-region=ap-southeast-2,15.84300037111009
aws-region=ap-southeast-2,17.63684589140333
aws-region=ap-southeast-2,15.21698081312272
aws-region=ap-southeast-2,34.275876066041526
aws-region=ap-southeast-2,11.14976817383998
aws-region=ap-southeast-2,14.086428974104626
aws-region=ap-southeast-2,17.131818233450833
aws-region=ap-southeast-2,1.8227203237177567
aws-region=ap-southeast-2,19.932497624001456
aws-region=ap-southeast-2,11.290621449694168
aws-region=ap-southeast-2,10.791993564411502
aws-region=ap-southeast-2,10.760850684930112
aws-region=ap-southeast-2,13.538332646613826
aws-region=ap-southeast-2,14.890993407325363
aws-region=ap-southeast-2,17.503221432366036
aws-region=ap-southeast-2,17.165249924331974
aws-region=ap-southeast-2,4.549803837329552
aws-region=ap-southeast-2,11.385054855201107
aws-region=ap-southeast-2,24.747010898448714
aws-region=ap-southeast-2,16.179464100517382
aws-region=ap-southeast-2,31.47051480808858
aws-region=ap-southeast-2,3.166117570457149
aws-region=ap-southeast-2,16.400842505580055
aws-region=ap-southeast-2,22.700361343675468
aws-region=ap-southeast-2,36.865994705687775
aws-region=ap-southeast-2,29.214897506360135
aws-region=ap-southeast-2,14.826905850484156
aws-region=ap-southeast-2,27.92473188417085
aws-region=ap-southeast-2,9.159605239552805
aws-region=ap-southeast-2,16.013073609048465
aws-region=ap-southeast-2,4.170087421702047
aws-region=ap-southeast-2,14.487376402845333
aws-region=ap-southeast-2,2.2603091731104716
aws-region=ap-southeast-2,11.305564420268356
aws-region=ap-southeast-2,5.355101557652895
aws-region=ap-southeast-2,10.862788336887794
aws-region=ap-southeast-2,14.710406821446929
aws-region=ap-southeast-2,16.557366952796002
aws-region=ap-southeast-2,16.56395698437433
aws-region=ap-southeast-2,18.06086648149768
aws-region=ap-southeast-2,5.1131067917126405
aws-region=ap-southeast-2,19.438863770847348
aws-region=ap-southeast-2,32.34684441255047
aws-region=ap-southeast-2,31.25394965994075
aws-region=ap-southeast-2,8.799187959427623
aws-region=ap-southeast-2,2.6377275265537703
aws-region=ap-southeast-2,8.963044044216524
aws-region=ap-southeast-2,13.297084840295591
aws-region=ap-southeast-2,8.157021744974331
aws-region=ap-southeast-2,11.921226307985458
aws-region=ap-southeast-2,13.516664080912815
aws-region=ap-southeast-2,2.2530292389151843
aws-region=ap-southeast-2,14.9887017716957
aws-region=ap-southeast-2,5.247222239785389
aws-region=ap-southeast-2,5.264633050524232
aws-region=ap-southeast-2,16.87987982867747
aws-region=ap-southeast-2,5.480622456298092
aws-region=ap-southeast-2,13.122926624040254
aws-region=ap-southeast-2,15.936070703088406
aws-region=ap-southeast-2,19.26143202829728
aws-region=ap-southeast-2,13.792819641953356
aws-region=ap-southeast-2,15.626610204127296
aws-region=ap-southeast-2,10.825232659998177
aws-region=ap-southeast-2,2.910248144327147
aws-region=ap-southeast-2,14.524335480826448
aws-region=ap-southeast-2,1.6232143437108804
aws-region=ap-southeast-2,56.833774203862696
aws-region=ap-southeast-2,23.008750295338146
aws-region=ap-southeast-2,5.950116543303247
aws-region=ap-southeast-2,15.765849431600135
aws-region=ap-southeast-2,8.3826627799188
aws-region=ap-southeast-2,5.431269448366137
aws-region=ap-southeast-2,11.553545352885234
aws-region=ap-southeast-2,15.17540770184786
aws-region=ap-southeast-2,9.72782253110194
aws-region=ap-southeast-2,19.359274667583595
aws-region=ap-southeast-2,43.326062542096196
aws-region=ap-southeast-2,13.85219703594146
aws-region=ap-southeast-2,13.878270843384977
aws-region=ap-southeast-2,21.369533181056806
aws-region=ap-southeast-2,13.71225447146715
aws-region=ap-southeast-2,10.505036817007786
aws-region=ap-southeast-2,13.522444253564712
aws-region=ap-southeast-2,6.705120848800387
aws-region=ap-southeast-2,9.561511581743975
aws-region=ap-southeast-2,14.055149994706483
aws-region=ap-southeast-2,9.97375801245218
aws-region=ap-southeast-2,11.329592505403664
aws-region=ap-southeast-2,25.10157778322595
aws-region=ap-southeast-2,7.868522901797111
aws-region=ap-southeast-2,17.46464432373119
aws-region=ap-southeast-2,9.227198849162175
aws-region=ap-southeast-2,24.185134536376673
aws-region=ap-southeast-2,12.376963638366913
aws-region=ap-southeast-2,11.703207296094819
aws-region=ap-southeast-2,5.953491094452702
aws-region=ap-southeast-2,16.591916923141323
aws-region=ap-southeast-2,18.038837834840326
aws-region=ap-southeast-2,13.498883144144482
aws-region=ap-southeast-2,16.266995026861213
aws-region=ap-southeast-2,22.743776654836957
aws-region=ap-southeast-2,15.261158353154933
aws-region=ap-southeast-2,32.27431990309813
aws-region=ap-southeast-2,13.078221095782242
aws-region=ap-southeast-2,32.880406483020785
aws-region=ap-southeast-2,19.71575390926666
aws-region=ap-southeast-2,15.04519035349249
aws-region=ap-southeast-2,11.44992170177749
aws-region=ap-southeast-2,27.943576594211084
